# it, nbPoule, nbRenard, nbVipere
1654,24,8,7
1655,24,8,7
1656,25,8,6
1657,25,8,6
1658,25,8,6
1659,25,8,6
1660,25,8,6
1661,25,8,6
1662,25,8,7
1663,25,8,7
1664,25,8,7
1665,25,8,7
1666,25,8,7
1667,25,8,7
1668,25,8,7
1669,25,8,7
1670,25,8,7
1671,25,8,7
1672,25,8,7
1673,25,8,7
1674,25,8,8
1675,25,8,8
1676,25,8,8
1677,25,8,8
1678,25,8,8
1679,25,8,8
1680,25,8,8
1681,25,8,8
1682,25,8,8
1683,25,8,8
1684,25,8,8
1685,25,8,8
1686,25,8,7
1687,25,8,7
1688,25,8,7
1689,25,8,7
1690,25,8,7
1691,25,8,7
1692,25,7,7
1693,25,7,7
1694,25,7,7
1695,25,7,7
1696,25,7,7
1697,25,7,7
1698,25,7,7
1699,25,7,7
1700,25,7,7
1701,25,7,7
1702,25,7,7
1703,25,7,7
1704,25,7,7
1705,25,7,7
1706,25,7,7
1707,25,7,7
1708,25,7,7
1709,25,7,7
1710,26,7,7
1711,26,7,7
1712,26,7,7
1713,26,7,7
1714,26,7,7
1715,26,7,7
1716,28,7,7
1717,28,7,7
1718,28,7,7
1719,28,7,7
1720,28,7,7
1721,28,7,7
1722,27,7,7
1723,27,7,7
1724,27,7,7
1725,27,7,7
1726,27,7,7
1727,27,7,7
1728,27,7,7
1729,27,7,7
1730,27,7,7
1731,27,7,7
1732,27,7,7
1733,27,7,7
1734,27,8,7
1735,27,8,7
1736,27,8,7
1737,27,8,7
1738,27,8,7
1739,27,8,7
1740,26,8,7
1741,26,8,7
1742,26,8,7
1743,26,8,7
1744,26,8,7
1745,26,8,7
1746,27,8,7
1747,27,8,7
1748,27,8,7
1749,27,8,7
1750,27,8,7
1751,27,8,7
1752,26,8,7
1753,26,8,7
1754,26,8,7
1755,26,8,7
1756,26,8,7
1757,26,8,7
1758,26,8,8
1759,26,8,8
1760,26,8,8
1761,26,8,8
1762,26,8,8
1763,26,8,8
1764,26,9,8
1765,26,9,8
1766,26,9,8
1767,26,9,8
1768,26,9,8
1769,26,9,8
1770,26,8,8
1771,26,8,8
1772,26,8,8
1773,26,8,8
1774,26,8,8
1775,26,8,8
1776,26,8,8
1777,26,8,8
1778,26,8,8
1779,26,8,8
1780,26,8,8
1781,26,8,8
1782,26,8,8
1783,26,8,8
1784,26,8,8
1785,26,8,8
1786,26,8,8
1787,26,8,8
1788,25,8,7
1789,25,8,7
1790,25,8,7
1791,25,8,7
1792,25,8,7
1793,25,8,7
1794,24,9,6
1795,24,9,6
1796,24,9,6
1797,24,9,6
1798,24,9,6
1799,24,9,6
1800,24,9,7
1801,24,9,7
1802,24,9,7
1803,24,9,7
1804,24,9,7
1805,24,9,7
1806,24,9,7
1807,24,9,7
1808,24,9,7
1809,24,9,7
1810,24,9,7
1811,24,9,7
1812,25,9,7
1813,25,9,7
1814,25,9,7
1815,25,9,7
1816,25,9,7
1817,25,9,7
1818,24,9,7
1819,24,9,7
1820,24,9,7
1821,24,9,7
1822,24,9,7
1823,24,9,7
1824,25,8,7
1825,25,8,7
1826,25,8,7
1827,25,8,7
1828,25,8,7
1829,25,8,7
1830,25,8,7
1831,25,8,7
1832,25,8,7
1833,25,8,7
1834,25,8,7
1835,25,8,7
1836,24,9,7
1837,24,9,7
1838,24,9,7
1839,24,9,7
1840,24,9,7
1841,24,9,7
1842,24,9,7
1843,24,9,7
1844,24,9,7
1845,24,9,7
1846,24,9,7
1847,24,9,7
1848,25,9,8
1849,25,9,8
1850,25,9,8
1851,25,9,8
1852,25,9,8
1853,25,9,8
1854,26,10,8
1855,26,10,8
1856,26,10,8
1857,26,10,8
1858,26,10,8
1859,26,10,8
1860,26,10,8
1861,26,10,8
1862,26,10,8
1863,26,10,8
1864,26,10,8
1865,26,10,8
1866,26,10,8
1867,26,10,8
1868,26,10,8
1869,26,10,8
1870,26,10,8
1871,26,10,8
1872,25,10,8
1873,25,10,8
1874,25,10,8
1875,25,10,8
1876,25,10,8
1877,25,10,8
1878,25,10,8
1879,25,10,8
1880,25,10,8
1881,25,10,8
1882,25,10,8
1883,25,10,8
1884,24,10,8
1885,24,10,8
1886,24,10,8
1887,24,10,8
1888,24,10,8
1889,24,10,8
1890,24,10,8
1891,24,10,8
1892,24,10,8
1893,24,10,8
1894,24,10,8
1895,24,10,8
1896,23,11,8
1897,23,11,8
1898,23,11,8
1899,23,11,8
1900,23,11,8
1901,23,11,8
1902,22,11,8
1903,22,11,8
1904,22,11,8
1905,22,11,8
1906,22,11,8
1907,22,11,8
1908,23,12,8
1909,23,12,8
1910,23,12,8
1911,23,12,8
1912,23,12,8
1913,23,12,8
1914,23,13,8
1915,23,13,8
1916,23,13,8
1917,23,13,8
1918,23,13,8
1919,23,13,8
1920,23,13,8
1921,23,13,8
1922,23,13,8
1923,23,13,8
1924,23,13,8
1925,23,13,8
1926,23,13,9
1927,23,13,9
1928,23,13,9
1929,23,13,9
1930,23,13,9
1931,23,13,9
1932,24,13,9
1933,24,13,9
1934,24,13,9
1935,24,13,9
1936,24,13,9
1937,24,13,9
1938,22,13,8
1939,22,13,8
1940,22,13,8
1941,22,13,8
1942,22,13,8
1943,22,13,8
1944,22,13,7
1945,22,13,7
1946,22,13,7
1947,22,13,7
1948,22,13,7
1949,22,13,7
1950,22,15,8
1951,22,15,8
1952,22,15,8
1953,22,15,8
1954,22,15,8
1955,22,15,8
1956,22,15,8
1957,22,15,8
1958,22,15,8
1959,22,15,8
1960,22,15,8
1961,22,15,8
1962,23,15,8
1963,23,15,8
1964,23,15,8
1965,23,15,8
1966,23,15,8
1967,23,15,8
1968,23,15,8
1969,23,15,8
1970,23,15,8
1971,23,15,8
1972,23,15,8
1973,23,15,8
1974,23,15,10
1975,23,15,10
1976,23,15,10
1977,23,15,10
1978,23,15,10
1979,23,15,10
1980,23,15,11
1981,23,15,11
1982,23,15,11
1983,23,15,11
1984,23,15,11
1985,23,15,11
1986,22,15,9
1987,22,15,9
1988,22,15,9
1989,22,15,9
1990,22,15,9
1991,22,15,9
1992,23,15,9
1993,23,15,9
1994,23,15,9
1995,23,15,9
1996,23,15,9
1997,23,15,9
1998,24,15,8
1999,24,15,8
2000,24,15,8
2001,24,15,8
2002,24,15,8
2003,24,15,8
2004,24,15,8
2005,24,15,8
2006,24,15,8
2007,24,15,8
2008,24,15,8
2009,24,15,8
2010,24,15,8
2011,24,15,8
2012,24,15,8
2013,24,15,8
2014,24,15,8
2015,24,15,8
2016,25,15,8
2017,25,15,8
2018,25,15,8
2019,25,15,8
2020,25,15,8
2021,25,15,8
2022,24,14,8
2023,24,14,8
2024,24,14,8
2025,24,14,8
2026,24,14,8
2027,24,14,8
2028,25,15,7
2029,25,15,7
2030,25,15,7
2031,25,15,7
2032,25,15,7
2033,25,15,7
2034,25,16,7
2035,25,16,7
2036,25,16,7
2037,25,16,7
2038,25,16,7
2039,25,16,7
2040,25,16,7
2041,25,16,7
2042,25,16,7
2043,25,16,7
2044,25,16,7
2045,25,16,7
2046,24,15,9
2047,24,15,9
2048,24,15,9
2049,24,15,9
2050,24,15,9
2051,24,15,9
2052,25,14,9
2053,25,14,9
2054,25,14,9
2055,25,14,9
2056,25,14,9
2057,25,14,9
2058,27,14,10
2059,27,14,10
2060,27,14,10
2061,27,14,10
2062,27,14,10
2063,27,14,10
2064,27,14,11
2065,27,14,11
2066,27,14,11
2067,27,14,11
2068,27,14,11
2069,27,14,11
2070,27,14,10
2071,27,14,10
2072,27,14,10
2073,27,14,10
2074,27,14,10
2075,27,14,10
2076,25,13,10
2077,25,13,10
2078,25,13,10
2079,25,13,10
2080,25,13,10
2081,25,13,10
2082,25,13,10
2083,25,13,10
2084,25,13,10
2085,25,13,10
2086,25,13,10
2087,25,13,10
2088,25,13,11
2089,25,13,11
2090,25,13,11
2091,25,13,11
2092,25,13,11
2093,25,13,11
2094,26,12,11
2095,26,12,11
2096,26,12,11
2097,26,12,11
2098,26,12,11
2099,26,12,11
2100,26,13,11
2101,26,13,11
2102,26,13,11
2103,26,13,11
2104,26,13,11
2105,26,13,11
2106,28,13,10
2107,28,13,10
2108,28,13,10
2109,28,13,10
2110,28,13,10
2111,28,13,10
2112,28,13,9
2113,28,13,9
2114,28,13,9
2115,28,13,9
2116,28,13,9
2117,28,13,9
2118,31,14,9
2119,31,14,9
2120,31,14,9
2121,31,14,9
2122,31,14,9
2123,31,14,9
2124,33,14,9
2125,33,14,9
2126,33,14,9
2127,33,14,9
2128,33,14,9
2129,33,14,9
2130,32,14,9
2131,32,14,9
2132,32,14,9
2133,32,14,9
2134,32,14,9
2135,32,14,9
2136,34,13,9
2137,34,13,9
2138,34,13,9
2139,34,13,9
2140,34,13,9
2141,34,13,9
2142,34,14,10
2143,34,14,10
2144,34,14,10
2145,34,14,10
2146,34,14,10
2147,34,14,10
2148,33,14,11
2149,33,14,11
2150,33,14,11
2151,33,14,11
2152,33,14,11
2153,33,14,11
2154,35,14,12
2155,35,14,12
2156,35,14,12
2157,35,14,12
2158,35,14,12
2159,35,14,12
2160,35,14,12
2161,35,14,12
2162,35,14,12
2163,35,14,12
2164,35,14,12
2165,35,14,12
2166,34,16,12
2167,34,16,12
2168,34,16,12
2169,34,16,12
2170,34,16,12
2171,34,16,12
2172,32,14,12
2173,32,14,12
2174,32,14,12
2175,32,14,12
2176,32,14,12
2177,32,14,12
2178,32,13,13
2179,32,13,13
2180,32,13,13
2181,32,13,13
2182,32,13,13
2183,32,13,13
2184,33,13,13
2185,33,13,13
2186,33,13,13
2187,33,13,13
2188,33,13,13
2189,33,13,13
2190,34,13,13
2191,34,13,13
2192,34,13,13
2193,34,13,13
2194,34,13,13
2195,34,13,13
2196,35,13,12
2197,35,13,12
2198,35,13,12
2199,35,13,12
2200,35,13,12
2201,35,13,12
2202,35,14,13
2203,35,14,13
2204,35,14,13
2205,35,14,13
2206,35,14,13
2207,35,14,13
2208,34,15,13
2209,34,15,13
2210,34,15,13
2211,34,15,13
2212,34,15,13
2213,34,15,13
2214,34,15,13
2215,34,15,13
2216,34,15,13
2217,34,15,13
2218,34,15,13
2219,34,15,13
2220,33,16,13
2221,33,16,13
2222,33,16,13
2223,33,16,13
2224,33,16,13
2225,33,16,13
2226,33,16,12
2227,33,16,12
2228,33,16,12
2229,33,16,12
2230,33,16,12
2231,33,16,12
2232,31,17,13
2233,31,17,13
2234,31,17,13
2235,31,17,13
2236,31,17,13
2237,31,17,13
2238,31,18,13
2239,31,18,13
2240,31,18,13
2241,31,18,13
2242,31,18,13
2243,31,18,13
2244,34,19,13
2245,34,19,13
2246,34,19,13
2247,34,19,13
2248,34,19,13
2249,34,19,13
2250,33,18,13
2251,33,18,13
2252,33,18,13
2253,33,18,13
2254,33,18,13
2255,33,18,13
2256,34,19,14
2257,34,19,14
2258,34,19,14
2259,34,19,14
2260,34,19,14
2261,34,19,14
2262,34,19,15
2263,34,19,15
2264,34,19,15
2265,34,19,15
2266,34,19,15
2267,34,19,15
2268,34,19,14
2269,34,19,14
2270,34,19,14
2271,34,19,14
2272,34,19,14
2273,34,19,14
2274,34,19,14
2275,34,19,14
2276,34,19,14
2277,34,19,14
2278,34,19,14
2279,34,19,14
2280,35,18,15
2281,35,18,15
2282,35,18,15
2283,35,18,15
2284,35,18,15
2285,35,18,15
2286,35,19,15
2287,35,19,15
2288,35,19,15
2289,35,19,15
2290,35,19,15
2291,35,19,15
2292,35,19,13
2293,35,19,13
2294,35,19,13
2295,35,19,13
2296,35,19,13
2297,35,19,13
2298,34,19,12
2299,34,19,12
2300,34,19,12
2301,34,19,12
2302,34,19,12
2303,34,19,12
2304,34,19,13
2305,34,19,13
2306,34,19,13
2307,34,19,13
2308,34,19,13
2309,34,19,13
2310,36,19,13
2311,36,19,13
2312,36,19,13
2313,36,19,13
2314,36,19,13
2315,36,19,13
2316,36,19,12
2317,36,19,12
2318,36,19,12
2319,36,19,12
2320,36,19,12
2321,36,19,12
2322,37,18,12
2323,37,18,12
2324,37,18,12
2325,37,18,12
2326,37,18,12
2327,37,18,12
2328,36,18,11
2329,36,18,11
2330,36,18,11
2331,36,18,11
2332,36,18,11
2333,36,18,11
2334,36,18,12
2335,36,18,12
2336,36,18,12
2337,36,18,12
2338,36,18,12
2339,36,18,12
2340,35,17,12
2341,35,17,12
2342,35,17,12
2343,35,17,12
2344,35,17,12
2345,35,17,12
2346,35,17,11
2347,35,17,11
2348,35,17,11
2349,35,17,11
2350,35,17,11
2351,35,17,11
2352,38,19,11
2353,38,19,11
2354,38,19,11
2355,38,19,11
2356,38,19,11
2357,38,19,11
2358,38,17,11
2359,38,17,11
2360,38,17,11
2361,38,17,11
2362,38,17,11
2363,38,17,11
2364,37,17,11
2365,37,17,11
2366,37,17,11
2367,37,17,11
2368,37,17,11
2369,37,17,11
2370,40,17,11
2371,40,17,11
2372,40,17,11
2373,40,17,11
2374,40,17,11
2375,40,17,11
2376,40,17,11
2377,40,17,11
2378,40,17,11
2379,40,17,11
2380,40,17,11
2381,40,17,11
2382,39,17,11
2383,39,17,11
2384,39,17,11
2385,39,17,11
2386,39,17,11
2387,39,17,11
2388,39,17,11
2389,39,17,11
2390,39,17,11
2391,39,17,11
2392,39,17,11
2393,39,17,11
2394,37,18,11
2395,37,18,11
2396,37,18,11
2397,37,18,11
2398,37,18,11
2399,37,18,11
2400,38,18,11
2401,38,18,11
2402,38,18,11
2403,38,18,11
2404,38,18,11
2405,38,18,11
2406,37,17,11
2407,37,17,11
2408,37,17,11
2409,37,17,11
2410,37,17,11
2411,37,17,11
2412,37,18,10
2413,37,18,10
2414,37,18,10
2415,37,18,10
2416,37,18,10
2417,37,18,10
2418,38,18,9
2419,38,18,9
2420,38,18,9
2421,38,18,9
2422,38,18,9
2423,38,18,9
2424,38,19,9
2425,38,19,9
2426,38,19,9
2427,38,19,9
2428,38,19,9
2429,38,19,9
2430,35,19,9
2431,35,19,9
2432,35,19,9
2433,35,19,9
2434,35,19,9
2435,35,19,9
2436,36,19,9
2437,36,19,9
2438,36,19,9
2439,36,19,9
2440,36,19,9
2441,36,19,9
2442,34,19,9
2443,34,19,9
2444,34,19,9
2445,34,19,9
2446,34,19,9
2447,34,19,9
2448,35,19,10
2449,35,19,10
2450,35,19,10
2451,35,19,10
2452,35,19,10
2453,35,19,10
2454,36,19,10
2455,36,19,10
2456,36,19,10
2457,36,19,10
2458,36,19,10
2459,36,19,10
2460,35,19,8
2461,35,19,8
2462,35,19,8
2463,35,19,8
2464,35,19,8
2465,35,19,8
2466,37,18,9
2467,37,18,9
2468,37,18,9
2469,37,18,9
2470,37,18,9
2471,37,18,9
2472,38,18,9
2473,38,18,9
2474,38,18,9
2475,38,18,9
2476,38,18,9
2477,38,18,9
2478,37,18,9
2479,37,18,9
2480,37,18,9
2481,37,18,9
2482,37,18,9
2483,37,18,9
2484,37,18,8
2485,37,18,8
2486,37,18,8
2487,37,18,8
2488,37,18,8
2489,37,18,8
2490,36,17,7
2491,36,17,7
2492,36,17,7
2493,36,17,7
2494,36,17,7
2495,36,17,7
2496,35,17,8
2497,35,17,8
2498,35,17,8
2499,35,17,8
2500,35,17,8
2501,35,17,8
2502,37,16,8
2503,37,16,8
2504,37,16,8
2505,37,16,8
2506,37,16,8
2507,37,16,8
2508,39,16,8
2509,39,16,8
2510,39,16,8
2511,39,16,8
2512,39,16,8
2513,39,16,8
2514,40,18,8
2515,40,18,8
2516,40,18,8
2517,40,18,8
2518,40,18,8
2519,40,18,8
2520,40,17,8
2521,40,17,8
2522,40,17,8
2523,40,17,8
2524,40,17,8
2525,40,17,8
2526,41,15,11
2527,41,15,11
2528,41,15,11
2529,41,15,11
2530,41,15,11
2531,41,15,11
2532,38,15,12
2533,38,15,12
2534,38,15,12
2535,38,15,12
2536,38,15,12
2537,38,15,12
2538,37,15,12
2539,37,15,12
2540,37,15,12
2541,37,15,12
2542,37,15,12
2543,37,15,12
2544,38,15,12
2545,38,15,12
2546,38,15,12
2547,38,15,12
2548,38,15,12
2549,38,15,12
2550,39,16,13
2551,39,16,13
2552,39,16,13
2553,39,16,13
2554,39,16,13
2555,39,16,13
2556,37,17,13
2557,37,17,13
2558,37,17,13
2559,37,17,13
2560,37,17,13
2561,37,17,13
2562,38,19,12
2563,38,19,12
2564,38,19,12
2565,38,19,12
2566,38,19,12
2567,38,19,12
2568,41,19,12
2569,41,19,12
2570,41,19,12
2571,41,19,12
2572,41,19,12
2573,41,19,12
2574,41,17,12
2575,41,17,12
2576,41,17,12
2577,41,17,12
2578,41,17,12
2579,41,17,12
2580,43,17,12
2581,43,17,12
2582,43,17,12
2583,43,17,12
2584,43,17,12
2585,43,17,12
2586,41,17,13
2587,41,17,13
2588,41,17,13
2589,41,17,13
2590,41,17,13
2591,41,17,13
2592,41,16,13
2593,41,16,13
2594,41,16,13
2595,41,16,13
2596,41,16,13
2597,41,16,13
2598,40,16,14
2599,40,16,14
2600,40,16,14
2601,40,16,14
2602,40,16,14
2603,40,16,14
2604,39,18,15
2605,39,18,15
2606,39,18,15
2607,39,18,15
2608,39,18,15
2609,39,18,15
2610,39,19,15
2611,39,19,15
2612,39,19,15
2613,39,19,15
2614,39,19,15
2615,39,19,15
2616,39,20,14
2617,39,20,14
2618,39,20,14
2619,39,20,14
2620,39,20,14
2621,39,20,14
2622,39,21,14
2623,39,21,14
2624,39,21,14
2625,39,21,14
2626,39,21,14
2627,39,21,14
2628,41,21,15
2629,41,21,15
2630,41,21,15
2631,41,21,15
2632,41,21,15
2633,41,21,15
2634,40,23,15
2635,40,23,15
2636,40,23,15
2637,40,23,15
2638,40,23,15
2639,40,23,15
2640,43,24,16
2641,43,24,16
2642,43,24,16
2643,43,24,16
2644,43,24,16
2645,43,24,16
2646,42,25,16
2647,42,25,16
2648,42,25,16
2649,42,25,16
2650,42,25,16
2651,42,25,16
2652,42,25,15
2653,42,25,15
2654,42,25,15
2655,42,25,15
2656,42,25,15
2657,42,25,15
2658,38,25,13
2659,38,25,13
2660,38,25,13
2661,38,25,13
2662,38,25,13
2663,38,25,13
2664,40,25,13
2665,40,25,13
2666,40,25,13
2667,40,25,13
2668,40,25,13
2669,40,25,13
2670,42,25,12
2671,42,25,12
2672,42,25,12
2673,42,25,12
2674,42,25,12
2675,42,25,12
2676,42,22,13
2677,42,22,13
2678,42,22,13
2679,42,22,13
2680,42,22,13
2681,42,22,13
2682,41,23,14
2683,41,23,14
2684,41,23,14
2685,41,23,14
2686,41,23,14
2687,41,23,14
2688,41,22,13
2689,41,22,13
2690,41,22,13
2691,41,22,13
2692,41,22,13
2693,41,22,13
2694,43,22,14
2695,43,22,14
2696,43,22,14
2697,43,22,14
2698,43,22,14
2699,43,22,14
2700,46,22,17
2701,46,22,17
2702,46,22,17
2703,46,22,17
2704,46,22,17
2705,46,22,17
2706,48,24,17
2707,48,24,17
2708,48,24,17
2709,48,24,17
2710,48,24,17
2711,48,24,17
2712,52,25,17
2713,52,25,17
2714,52,25,17
2715,52,25,17
2716,52,25,17
2717,52,25,17
2718,54,28,18
2719,54,28,18
2720,54,28,18
2721,54,28,18
2722,54,28,18
2723,54,28,18
2724,54,27,18
2725,54,27,18
2726,54,27,18
2727,54,27,18
2728,54,27,18
2729,54,27,18
2730,55,27,19
2731,55,27,19
2732,55,27,19
2733,55,27,19
2734,55,27,19
2735,55,27,19
2736,58,29,19
2737,58,29,19
2738,58,29,19
2739,58,29,19
2740,58,29,19
2741,58,29,19
2742,57,28,20
2743,57,28,20
2744,57,28,20
2745,57,28,20
2746,57,28,20
2747,57,28,20
2748,58,27,21
2749,58,27,21
2750,58,27,21
2751,58,27,21
2752,58,27,21
2753,58,27,21
2754,58,27,21
2755,58,27,21
2756,58,27,21
2757,58,27,21
2758,58,27,21
2759,58,27,21
2760,58,28,21
2761,58,28,21
2762,58,28,21
2763,58,28,21
2764,58,28,21
2765,58,28,21
2766,58,25,22
2767,58,25,22
2768,58,25,22
2769,58,25,22
2770,58,25,22
2771,58,25,22
2772,57,27,21
2773,57,27,21
2774,57,27,21
2775,57,27,21
2776,57,27,21
2777,57,27,21
2778,58,27,23
2779,58,27,23
2780,58,27,23
2781,58,27,23
2782,58,27,23
2783,58,27,23
2784,58,28,22
2785,58,28,22
2786,58,28,22
2787,58,28,22
2788,58,28,22
2789,58,28,22
2790,57,31,23
2791,57,31,23
2792,57,31,23
2793,57,31,23
2794,57,31,23
2795,57,31,23
2796,56,31,23
2797,56,31,23
2798,56,31,23
2799,56,31,23
2800,56,31,23
2801,56,31,23
2802,56,33,24
2803,56,33,24
2804,56,33,24
2805,56,33,24
2806,56,33,24
2807,56,33,24
2808,60,33,23
2809,60,33,23
2810,60,33,23
2811,60,33,23
2812,60,33,23
2813,60,33,23
2814,60,34,24
2815,60,34,24
2816,60,34,24
2817,60,34,24
2818,60,34,24
2819,60,34,24
2820,62,36,23
2821,62,36,23
2822,62,36,23
2823,62,36,23
2824,62,36,23
2825,62,36,23
2826,63,35,23
2827,63,35,23
2828,63,35,23
2829,63,35,23
2830,63,35,23
2831,63,35,23
2832,65,38,23
2833,65,38,23
2834,65,38,23
2835,65,38,23
2836,65,38,23
2837,65,38,23
2838,66,38,22
2839,66,38,22
2840,66,38,22
2841,66,38,22
2842,66,38,22
2843,66,38,22
2844,66,38,23
2845,66,38,23
2846,66,38,23
2847,66,38,23
2848,66,38,23
2849,66,38,23
2850,66,39,24
2851,66,39,24
2852,66,39,24
2853,66,39,24
2854,66,39,24
2855,66,39,24
2856,66,38,22
2857,66,38,22
2858,66,38,22
2859,66,38,22
2860,66,38,22
2861,66,38,22
2862,62,37,23
2863,62,37,23
2864,62,37,23
2865,62,37,23
2866,62,37,23
2867,62,37,23
2868,60,37,23
2869,60,37,23
2870,60,37,23
2871,60,37,23
2872,60,37,23
2873,60,37,23
2874,61,36,24
2875,61,36,24
2876,61,36,24
2877,61,36,24
2878,61,36,24
2879,61,36,24
2880,65,36,25
2881,65,36,25
2882,65,36,25
2883,65,36,25
2884,65,36,25
2885,65,36,25
2886,66,36,24
2887,66,36,24
2888,66,36,24
2889,66,36,24
2890,66,36,24
2891,66,36,24
2892,67,36,23
2893,67,36,23
2894,67,36,23
2895,67,36,23
2896,67,36,23
2897,67,36,23
2898,67,34,20
2899,67,34,20
2900,67,34,20
2901,67,34,20
2902,67,34,20
2903,67,34,20
2904,66,34,20
2905,66,34,20
2906,66,34,20
2907,66,34,20
2908,66,34,20
2909,66,34,20
2910,65,30,20
2911,65,30,20
2912,65,30,20
2913,65,30,20
2914,65,30,20
2915,65,30,20
2916,66,31,22
2917,66,31,22
2918,66,31,22
2919,66,31,22
2920,66,31,22
2921,66,31,22
2922,68,33,21
2923,68,33,21
2924,68,33,21
2925,68,33,21
2926,68,33,21
2927,68,33,21
2928,67,33,22
2929,67,33,22
2930,67,33,22
2931,67,33,22
2932,67,33,22
2933,67,33,22
2934,69,32,21
2935,69,32,21
2936,69,32,21
2937,69,32,21
2938,69,32,21
2939,69,32,21
2940,67,33,20
2941,67,33,20
2942,67,33,20
2943,67,33,20
2944,67,33,20
2945,67,33,20
2946,67,33,21
2947,67,33,21
2948,67,33,21
2949,67,33,21
2950,67,33,21
2951,67,33,21
2952,67,34,21
2953,67,34,21
2954,67,34,21
2955,67,34,21
2956,67,34,21
2957,67,34,21
2958,67,33,20
2959,67,33,20
2960,67,33,20
2961,67,33,20
2962,67,33,20
2963,67,33,20
2964,68,32,20
2965,68,32,20
2966,68,32,20
2967,68,32,20
2968,68,32,20
2969,68,32,20
2970,65,33,20
2971,65,33,20
2972,65,33,20
2973,65,33,20
2974,65,33,20
2975,65,33,20
2976,64,33,19
2977,64,33,19
2978,64,33,19
2979,64,33,19
2980,64,33,19
2981,64,33,19
2982,64,34,21
2983,64,34,21
2984,64,34,21
2985,64,34,21
2986,64,34,21
2987,64,34,21
2988,68,36,21
2989,68,36,21
2990,68,36,21
2991,68,36,21
2992,68,36,21
2993,68,36,21
2994,67,33,21
2995,67,33,21
2996,67,33,21
2997,67,33,21
2998,67,33,21
2999,67,33,21
3000,71,34,22
3001,71,34,22
3002,71,34,22
3003,71,34,22
3004,71,34,22
3005,71,34,22
3006,72,34,25
3007,72,34,25
3008,72,34,25
3009,72,34,25
3010,72,34,25
3011,72,34,25
3012,76,35,24
3013,76,35,24
3014,76,35,24
3015,76,35,24
3016,76,35,24
3017,76,35,24
3018,75,34,22
3019,75,34,22
3020,75,34,22
3021,75,34,22
